Champion,1st Item,2nd Item,3rd Item,4th Item, Pick Rate, Win Rate
Taliyah, Luden's Echo, Morellonomicon, Void Staff,NaN,0.0374,0.5
Tristana, Stormrazor, Infinity Edge, Rapid Firecannon,NaN,0.1881,0.6014
Tristana, Stormrazor, Rapid Firecannon, Infinity Edge,NaN,0.1601,0.5317
Tristana, Infinity Edge, Rapid Firecannon, Phantom Dancer,NaN,0.0788,0.5161
Tristana, Infinity Edge, Rapid Firecannon, Statikk Shiv,NaN,0.0762,0.5333
Tristana, Infinity Edge, Rapid Firecannon, Stormrazor,NaN,0.0686,0.6667
Tristana, Infinity Edge, Stormrazor, Rapid Firecannon,NaN,0.0546,0.6279
Tristana, Stormrazor, Infinity Edge, Phantom Dancer,NaN,0.0216,0.6471
Tristana, Stormrazor, Statikk Shiv, Infinity Edge,NaN,0.0216,0.6471
Twitch, Blade of the Ruined King, Runaan's Hurricane, Infinity Edge,NaN,0.4661,0.6656
Twitch, Infinity Edge, Runaan's Hurricane, Statikk Shiv,NaN,0.1183,0.561
Twitch, Infinity Edge, Runaan's Hurricane, Phantom Dancer,NaN,0.0924,0.6406
Twitch, Stormrazor, Runaan's Hurricane, Infinity Edge,NaN,0.026,0.6111
Twitch, Blade of the Ruined King, Runaan's Hurricane, Mortal Reminder,NaN,0.0245,0.8235
Twitch, Infinity Edge, Runaan's Hurricane, Stormrazor,NaN,0.0231,0.6875
Twitch, Blade of the Ruined King, Runaan's Hurricane, Guardian Angel,NaN,0.0159,0.7273
Twitch, Blade of the Ruined King, Runaan's Hurricane, Maw of Malmortius,NaN,0.0159,0.5455
Varus, Blade of the Ruined King, Guinsoo's Rageblade, Runaan's Hurricane,NaN,0.3699,0.5582
Varus, Blade of the Ruined King, Guinsoo's Rageblade, Phantom Dancer,NaN,0.132,0.5053
Varus, Manamune, Guinsoo's Rageblade, Runaan's Hurricane,NaN,0.0911,0.5853
Varus, Blade of the Ruined King, Guinsoo's Rageblade, Wit's End,NaN,0.0642,0.4945
Varus, Blade of the Ruined King, Runaan's Hurricane, Guinsoo's Rageblade,NaN,0.0244,0.5652
Varus, Blade of the Ruined King, Guinsoo's Rageblade, Guardian Angel,NaN,0.0184,0.5385
Varus, Blade of the Ruined King, Runaan's Hurricane, Infinity Edge,NaN,0.0176,0.5
Varus, Blade of the Ruined King, Runaan's Hurricane, Bloodthirster,NaN,0.0173,0.551
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Phantom Dancer,NaN,0.6155,0.6135
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Rapid Firecannon,NaN,0.0763,0.67
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Wit's End,NaN,0.0593,0.6277
Vayne, Blade of the Ruined King, Phantom Dancer, Guinsoo's Rageblade,NaN,0.0398,0.6129
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Infinity Edge,NaN,0.0239,0.6344
Vayne, Blade of the Ruined King, Phantom Dancer, Infinity Edge,NaN,0.0213,0.6386
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Maw of Malmortius,NaN,0.0211,0.5854
Vayne, Blade of the Ruined King, Guinsoo's Rageblade, Guardian Angel,NaN,0.0144,0.5536
Xayah, Essence Reaver, Infinity Edge, Rapid Firecannon,NaN,0.4533,0.5955
Xayah, Essence Reaver, Rapid Firecannon, Infinity Edge,NaN,0.2739,0.5437
Xayah, Essence Reaver, Infinity Edge, Phantom Dancer,NaN,0.1047,0.5433
Xayah, Essence Reaver, Phantom Dancer, Infinity Edge,NaN,0.0399,0.5364
Xayah, Essence Reaver, Infinity Edge, Runaan's Hurricane,NaN,0.012,0.7273
Xayah, Essence Reaver, Infinity Edge, Bloodthirster,NaN,0.0101,0.5714
Xayah, Essence Reaver, Rapid Firecannon, Guardian Angel,NaN,0.0098,0.4815
Xayah, Essence Reaver, Rapid Firecannon, Phantom Dancer,NaN,0.0087,0.5833
Yasuo, Statikk Shiv, Infinity Edge, Sterak's Gage,NaN,0.2621,0.5723
Yasuo, Phantom Dancer, Infinity Edge, Guardian Angel,NaN,0.1242,0.7073
Yasuo, Phantom Dancer, Infinity Edge, Frozen Mallet,NaN,0.1,0.6061
Yasuo, Statikk Shiv, Infinity Edge, Guardian Angel,NaN,0.0712,0.6809
Yasuo, Phantom Dancer, Infinity Edge, Bloodthirster,NaN,0.0682,0.6
Yasuo, Statikk Shiv, Infinity Edge, Bloodthirster,NaN,0.0667,0.5909
Yasuo, Phantom Dancer, Infinity Edge, Sterak's Gage,NaN,0.0424,0.5357
Yasuo, Phantom Dancer, Infinity Edge, Mercurial Scimitar,NaN,0.0348,0.6957
Aatrox, Black Cleaver, Death's Dance, Sterak's Gage,NaN,0.3809,0.595
Aatrox, Black Cleaver, Death's Dance, Guardian Angel,NaN,0.1815,0.6089
Aatrox, Black Cleaver, Death's Dance, Spirit Visage,NaN,0.1186,0.5693
Aatrox, Black Cleaver, Sterak's Gage, Death's Dance,NaN,0.035,0.61
Aatrox, Black Cleaver, Death's Dance, Maw of Malmortius,NaN,0.0336,0.6354
Aatrox, Black Cleaver, Death's Dance, Youmuu's Ghostblade,NaN,0.0199,0.6667
Aatrox, Black Cleaver, Sterak's Gage, Guardian Angel,NaN,0.0182,0.5769
Aatrox, Black Cleaver, Maw of Malmortius, Death's Dance,NaN,0.0157,0.4667
Akali, Hextech Gunblade, Morellonomicon, Zhonya's Hourglass,NaN,0.355,0.5
Akali, Hextech Gunblade, Zhonya's Hourglass, Morellonomicon,NaN,0.2387,0.5207
Akali, Hextech Gunblade, Morellonomicon, Rabadon's Deathcap,NaN,0.0473,0.4583
Akali, Hextech Gunblade, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0473,0.5833
Akali, Hextech Gunblade, Morellonomicon, Void Staff,NaN,0.0296,0.6
Akali, Hextech Gunblade, Rabadon's Deathcap, Zhonya's Hourglass,NaN,0.0237,0.4167
Akali, Hextech Gunblade, Zhonya's Hourglass, Void Staff,NaN,0.0237,0.25
Akali, Hextech Gunblade, Zhonya's Hourglass, Banshee's Veil,NaN,0.0178,0.5556
Camille, Tiamat, Trinity Force, Ravenous Hydra, Sterak's Gage,0.2533,0.6551
Camille, Trinity Force, Ravenous Hydra, Sterak's Gage,NaN,0.1809,0.6585
Camille, Tiamat, Trinity Force, Ravenous Hydra, Guardian Angel,0.1015,0.6609
Camille, Trinity Force, Ravenous Hydra, Guardian Angel,NaN,0.0971,0.6909
Camille, Ravenous Hydra, Trinity Force, Sterak's Gage,NaN,0.0397,0.7556
Camille, Tiamat, Trinity Force, Sterak's Gage, Ravenous Hydra,0.0309,0.7143
Camille, Ravenous Hydra, Trinity Force, Guardian Angel,NaN,0.0256,0.6207
Camille, Tiamat, Trinity Force, Titanic Hydra, Sterak's Gage,0.0177,0.55
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Liandry's Torment,NaN,0.1926,0.5513
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Zhonya's Hourglass,NaN,0.1259,0.5294
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Morellonomicon,NaN,0.1086,0.4773
Cassiopeia, Rod of Ages, Archangel's Staff, Rylai's Crystal Scepter,NaN,0.0519,0.619
Cassiopeia, Archangel's Staff, Morellonomicon, Rylai's Crystal Scepter,NaN,0.0494,0.7
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Banshee's Veil,NaN,0.0444,0.4444
Cassiopeia, Archangel's Staff, Zhonya's Hourglass, Rylai's Crystal Scepter,NaN,0.0321,0.6923
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Rabadon's Deathcap,NaN,0.0247,0.6
ChoGath,Hextech GLP-800, Twin Shadows, Righteous Glory,NaN,0.11,0.6176
ChoGath,Hextech GLP-800, Twin Shadows, Gargoyle Stoneplate,NaN,0.0744,0.4348
ChoGath,Hextech GLP-800, Twin Shadows, Warmog's Armor,NaN,0.0388,0.6667
ChoGath,Hextech GLP-800, Twin Shadows, Zhonya's Hourglass,NaN,0.0388,0.5
ChoGath,Hextech GLP-800, Righteous Glory, Gargoyle Stoneplate,NaN,0.0194,0.6667
ChoGath,Hextech GLP-800, Twin Shadows, Abyssal Mask,NaN,0.0194,0.5
ChoGath,Hextech GLP-800, Twin Shadows, Morellonomicon,NaN,0.0194,0
ChoGath, Rod of Ages,Hextech GLP-800, Twin Shadows,NaN,0.0162,0.6
Darius, Trinity Force, Sterak's Gage, Spirit Visage,NaN,0.1358,0.6024
Darius, Trinity Force, Titanic Hydra, Sterak's Gage,NaN,0.1226,0.6432
Darius, Trinity Force, Sterak's Gage, Dead Man's Plate,NaN,0.0815,0.6382
Darius, Trinity Force, Sterak's Gage, Guardian Angel,NaN,0.0725,0.6347
Darius, Trinity Force, Titanic Hydra, Spirit Visage,NaN,0.0397,0.6083
Darius, Trinity Force, Sterak's Gage, Randuin's Omen,NaN,0.0354,0.6262
Darius, Trinity Force, Sterak's Gage, Titanic Hydra,NaN,0.0341,0.6311
Darius, Trinity Force, Sterak's Gage, Righteous Glory,NaN,0.0308,0.5914
DrMundo, Sunfire Cape, Spirit Visage, Thornmail,NaN,0.1377,0.5538
DrMundo, Sunfire Cape, Spirit Visage, Warmog's Armor,NaN,0.0869,0.7073
DrMundo, Spirit Visage, Sunfire Cape, Warmog's Armor,NaN,0.0763,0.8333
DrMundo, Spirit Visage, Sunfire Cape, Thornmail,NaN,0.0657,0.4194
DrMundo, Sunfire Cape, Thornmail, Spirit Visage,NaN,0.0424,0.75
DrMundo, Sunfire Cape, Spirit Visage, Randuin's Omen,NaN,0.0318,0.5333
DrMundo, Sunfire Cape, Spirit Visage, Dead Man's Plate,NaN,0.0297,0.5714
DrMundo, Sunfire Cape, Spirit Visage, Gargoyle Stoneplate,NaN,0.0275,0.3846
Fiora, Ravenous Hydra, Trinity Force, Sterak's Gage,NaN,0.2281,0.554
Fiora, Ravenous Hydra, Trinity Force, Death's Dance,NaN,0.224,0.6456
Fiora, Ravenous Hydra, Trinity Force, Guardian Angel,NaN,0.1131,0.6371
Fiora, Ravenous Hydra, Trinity Force, Maw of Malmortius,NaN,0.0561,0.5772
Fiora, Ravenous Hydra, Trinity Force, Sanguine Blade,NaN,0.0383,0.5952
Fiora, Ravenous Hydra, Trinity Force, Bloodthirster,NaN,0.036,0.7468
Fiora, Tiamat, Trinity Force, Ravenous Hydra, Sterak's Gage,0.0328,0.5694
Fiora, Tiamat, Trinity Force, Ravenous Hydra, Guardian Angel,0.0219,0.6042
Gangplank, Trinity Force, Essence Reaver, Infinity Edge,NaN,0.3515,0.559
Gangplank, Trinity Force, Essence Reaver, Sterak's Gage,NaN,0.1353,0.608
Gangplank, Trinity Force, Sterak's Gage, Essence Reaver,NaN,0.1047,0.526
Gangplank, Trinity Force, Youmuu's Ghostblade, Sterak's Gage,NaN,0.0714,0.5429
Gangplank, Trinity Force, Sterak's Gage, Youmuu's Ghostblade,NaN,0.0415,0.459
Gangplank, Trinity Force, Essence Reaver, Guardian Angel,NaN,0.0299,0.8182
Gangplank, Trinity Force, Sterak's Gage, Guardian Angel,NaN,0.0224,0.5758
Gangplank, Trinity Force, Youmuu's Ghostblade, Essence Reaver,NaN,0.0218,0.5
Garen, Trinity Force, Statikk Shiv, Dead Man's Plate,NaN,0.1923,0.6401
Garen, Trinity Force, Phantom Dancer, Dead Man's Plate,NaN,0.1196,0.6044
Garen, Trinity Force, Dead Man's Plate, Statikk Shiv,NaN,0.0512,0.6068
Garen, Trinity Force, Dead Man's Plate, Phantom Dancer,NaN,0.0429,0.6429
Garen, Trinity Force, Statikk Shiv, Sterak's Gage,NaN,0.0429,0.5612
Garen, Trinity Force, Dead Man's Plate, Sterak's Gage,NaN,0.0381,0.6437
Garen, Black Cleaver, Statikk Shiv, Dead Man's Plate,NaN,0.0285,0.5846
Garen, Trinity Force, Dead Man's Plate, Spirit Visage,NaN,0.0219,0.56
Gnar, Black Cleaver, Frozen Mallet, Guardian Angel,NaN,0.1108,0.6222
Gnar, Black Cleaver, Frozen Mallet, Randuin's Omen,NaN,0.0887,0.4444
Gnar, Black Cleaver, Frozen Mallet, Dead Man's Plate,NaN,0.0591,0.75
Gnar, Black Cleaver, Frozen Mallet, Gargoyle Stoneplate,NaN,0.0517,0.5238
Gnar, Black Cleaver, Frozen Mallet, Wit's End,NaN,0.0493,0.4
Gnar, Black Cleaver, Frozen Mallet, Thornmail,NaN,0.0296,0.3333
Gnar, Black Cleaver, Randuin's Omen, Gargoyle Stoneplate,NaN,0.0271,0.6364
Gnar, Black Cleaver, Frozen Mallet, Adaptive Helm,NaN,0.0246,0.4
Hecarim, Trinity Force, Righteous Glory, Spirit Visage,NaN,0.2386,0.5319
Hecarim, Trinity Force, Righteous Glory, Sterak's Gage,NaN,0.099,0.641
Hecarim, Trinity Force, Spirit Visage, Righteous Glory,NaN,0.0508,0.7
Hecarim, Trinity Force, Sterak's Gage, Spirit Visage,NaN,0.0457,0.2778
Hecarim, Trinity Force, Righteous Glory, Dead Man's Plate,NaN,0.033,0.6154
Hecarim, Trinity Force, Sterak's Gage, Dead Man's Plate,NaN,0.0305,0.5833
Hecarim, Trinity Force, Spirit Visage, Sterak's Gage,NaN,0.0305,0.75
Hecarim, Trinity Force, Sterak's Gage, Righteous Glory,NaN,0.0254,0.7
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.1322,0.4872
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Rylai's Crystal Scepter,NaN,0.0644,0.5789
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0576,0.5882
Heimerdinger, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.0576,0.5882
Heimerdinger, Zhonya's Hourglass, Luden's Echo, Morellonomicon,NaN,0.0407,0.5
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Liandry's Torment,NaN,0.0339,0.3
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Void Staff,NaN,0.0203,0.8333
Heimerdinger, Luden's Echo, Morellonomicon, Liandry's Torment,NaN,0.0203,0.6667
Illaoi, Black Cleaver, Sterak's Gage, Spirit Visage,NaN,0.2777,0.5461
Illaoi, Black Cleaver, Sterak's Gage, Death's Dance,NaN,0.2284,0.639
Illaoi, Black Cleaver, Sterak's Gage, Guardian Angel,NaN,0.0787,0.5181
Illaoi, Black Cleaver, Sterak's Gage, Randuin's Omen,NaN,0.0692,0.6027
Illaoi, Black Cleaver, Sterak's Gage, Warmog's Armor,NaN,0.0427,0.6222
Illaoi, Black Cleaver, Death's Dance, Sterak's Gage,NaN,0.0389,0.6829
Illaoi, Black Cleaver, Sterak's Gage, Thornmail,NaN,0.0341,0.5278
Illaoi, Black Cleaver, Spirit Visage, Sterak's Gage,NaN,0.0284,0.6667
Irelia, Tiamat, Trinity Force, Titanic Hydra, Sterak's Gage,0.1295,0.6
Irelia, Trinity Force, Sterak's Gage, Guardian Angel,NaN,0.0769,0.5652
Irelia, Trinity Force, Titanic Hydra, Sterak's Gage,NaN,0.069,0.6485
Irelia, Tiamat, Trinity Force, Sterak's Gage, Titanic Hydra,0.0493,0.5847
Irelia, Tiamat, Trinity Force, Titanic Hydra, Guardian Angel,0.0455,0.5138
Irelia, Tiamat, Trinity Force, Sterak's Gage, Guardian Angel,0.0435,0.5673
Irelia, Trinity Force, Wit's End, Sterak's Gage,NaN,0.0313,0.6933
Irelia, Trinity Force, Titanic Hydra, Guardian Angel,NaN,0.0293,0.4714
Jax, Trinity Force, Death's Dance, Sterak's Gage,NaN,0.2439,0.5988
Jax, Trinity Force, Titanic Hydra, Sterak's Gage,NaN,0.0799,0.6486
Jax, Trinity Force, Death's Dance, Spirit Visage,NaN,0.0338,0.617
Jax, Trinity Force, Sterak's Gage, Guardian Angel,NaN,0.0266,0.5946
Jax, Trinity Force, Death's Dance, Guardian Angel,NaN,0.0259,0.6111
Jax, Trinity Force, Blade of the Ruined King, Sterak's Gage,NaN,0.0223,0.6452
Jax, Trinity Force, Death's Dance, Wit's End,NaN,0.0216,0.6
Jax, Trinity Force, Hextech Gunblade, Sterak's Gage,NaN,0.0187,0.6538
Jayce, Youmuu's Ghostblade, Duskblade of Draktharr, Edge of Night,NaN,0.0888,0.5313
Jayce, Youmuu's Ghostblade, Duskblade of Draktharr, Black Cleaver,NaN,0.0888,0.5156
Jayce, Youmuu's Ghostblade, Black Cleaver, Duskblade of Draktharr,NaN,0.0583,0.619
Jayce, Youmuu's Ghostblade, Black Cleaver, Edge of Night,NaN,0.0458,0.6364
Jayce, Youmuu's Ghostblade, Duskblade of Draktharr, Umbral Glaive,NaN,0.0347,0.44
Jayce, Black Cleaver, Youmuu's Ghostblade, Duskblade of Draktharr,NaN,0.0333,0.6667
Jayce, Manamune, Youmuu's Ghostblade, Duskblade of Draktharr,NaN,0.0305,0.5455
Jayce, Youmuu's Ghostblade, Umbral Glaive, Black Cleaver,NaN,0.0264,0.4211
Karma, Iceborn Gauntlet, Athene's Unholy Grail, Ardent Censer,NaN,0.0917,0.381
Karma, Athene's Unholy Grail, Ardent Censer, Shurelya's Reverie,NaN,0.0568,0.9231
Karma, Iceborn Gauntlet, Spirit Visage, Athene's Unholy Grail,NaN,0.0437,0.4
Karma, Iceborn Gauntlet, Spirit Visage, Ardent Censer,NaN,0.0349,0.625
Karma, Athene's Unholy Grail, Ardent Censer, Redemption,NaN,0.0349,0.5
Karma, Spirit Visage, Iceborn Gauntlet, Athene's Unholy Grail,NaN,0.0262,0.5
Karma, Athene's Unholy Grail, Ardent Censer, Mejai's Soulstealer,NaN,0.0218,0.8
Karma, Iceborn Gauntlet, Ardent Censer, Athene's Unholy Grail,NaN,0.0175,0.25
Kayle, Hextech Gunblade, Nashor's Tooth, Guinsoo's Rageblade,NaN,0.5848,0.6072
Kayle, Hextech Gunblade, Guinsoo's Rageblade, Nashor's Tooth,NaN,0.0713,0.5833
Kayle, Hextech Gunblade, Nashor's Tooth, Wit's End,NaN,0.0634,0.5
Kayle, Hextech Gunblade, Nashor's Tooth, Zhonya's Hourglass,NaN,0.0337,0.7059
Kayle, Hextech Gunblade, Wit's End, Nashor's Tooth,NaN,0.0152,0.5217
Kayle, Hextech Gunblade, Nashor's Tooth, Lich Bane,NaN,0.0152,0.6087
Kayle, Hextech Gunblade, Nashor's Tooth, Mejai's Soulstealer,NaN,0.0145,0.7727
Kayle, Hextech Gunblade, Nashor's Tooth, Rabadon's Deathcap,NaN,0.0092,0.9286
Kennen,Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,NaN,0.2215,0.5865
Kennen,Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,NaN,0.1654,0.5706
Kennen, Hextech Gunblade, Morellonomicon, Zhonya's Hourglass,NaN,0.0598,0.5469
Kennen, Hextech Gunblade, Zhonya's Hourglass, Morellonomicon,NaN,0.0486,0.6154
Kennen,Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0449,0.5417
Kennen,Hextech Protobelt-01, Zhonya's Hourglass, Spellbinder,NaN,0.0346,0.5405
Kennen,Hextech Protobelt-01, Zhonya's Hourglass, Void Staff,NaN,0.0336,0.5556
Kennen,Hextech Protobelt-01, Spellbinder, Zhonya's Hourglass,NaN,0.0224,0.625
Kled, Tiamat, Black Cleaver, Titanic Hydra, Guardian Angel,0.1979,0.6084
Kled, Tiamat, Black Cleaver, Titanic Hydra, Sterak's Gage,0.1931,0.6344
Kled, Titanic Hydra, Black Cleaver, Guardian Angel,NaN,0.1398,0.599
Kled, Titanic Hydra, Black Cleaver, Sterak's Gage,NaN,0.1384,0.66
Kled, Black Cleaver, Titanic Hydra, Sterak's Gage,NaN,0.0325,0.4894
Kled, Black Cleaver, Titanic Hydra, Guardian Angel,NaN,0.0318,0.587
Kled, Titanic Hydra, Black Cleaver, Maw of Malmortius,NaN,0.0187,0.6296
Kled, Tiamat, Black Cleaver, Titanic Hydra, Maw of Malmortius,0.0138,0.6
Lucian, Blade of the Ruined King, Essence Reaver, Infinity Edge,NaN,0.2626,0.5705
Lucian, Blade of the Ruined King, Essence Reaver, Rapid Firecannon,NaN,0.2444,0.5192
Lucian, Blade of the Ruined King, Essence Reaver, Phantom Dancer,NaN,0.0905,0.5519
Lucian, Blade of the Ruined King, Black Cleaver, Essence Reaver,NaN,0.0717,0.6311
Lucian, Blade of the Ruined King, Essence Reaver, Black Cleaver,NaN,0.037,0.6508
Lucian, Blade of the Ruined King, Black Cleaver, Phantom Dancer,NaN,0.0323,0.6727
Lucian, Blade of the Ruined King, Essence Reaver, Maw of Malmortius,NaN,0.0264,0.6
Lucian, Blade of the Ruined King, Black Cleaver, Rapid Firecannon,NaN,0.0247,0.619
Malphite, Sunfire Cape, Iceborn Gauntlet, Thornmail,NaN,0.0519,0.6939
Malphite, Sunfire Cape, Iceborn Gauntlet, Abyssal Mask,NaN,0.0296,0.6429
Malphite, Sunfire Cape, Iceborn Gauntlet, Adaptive Helm,NaN,0.0275,0.4615
Malphite, Sunfire Cape, Thornmail, Iceborn Gauntlet,NaN,0.0254,0.5417
Malphite, Sunfire Cape, Abyssal Mask, Thornmail,NaN,0.0243,0.7391
Malphite, Sunfire Cape, Abyssal Mask, Iceborn Gauntlet,NaN,0.0169,0.875
Malphite, Sunfire Cape, Iceborn Gauntlet, Gargoyle Stoneplate,NaN,0.0138,0.5385
Malphite, Sunfire Cape, Frozen Heart, Thornmail,NaN,0.0138,0.6154
Maokai, Sunfire Cape, Spirit Visage, Thornmail,NaN,0.105,0.5476
Maokai, Sunfire Cape, Spirit Visage, Righteous Glory,NaN,0.0625,0.76
Maokai, Sunfire Cape, Thornmail, Spirit Visage,NaN,0.045,0.5
Maokai, Spirit Visage, Sunfire Cape, Righteous Glory,NaN,0.035,0.6429
Maokai, Spirit Visage, Sunfire Cape, Thornmail,NaN,0.0325,0.2308
Maokai, Sunfire Cape, Spirit Visage, Randuin's Omen,NaN,0.0275,0.5455
Maokai, Sunfire Cape, Thornmail, Righteous Glory,NaN,0.025,0.8
Maokai, Sunfire Cape, Righteous Glory, Spirit Visage,NaN,0.025,0.5
Mordekaiser,Hextech Protobelt-01, Rylai's Crystal Scepter, Liandry's Torment,NaN,0.0911,0.6088
Mordekaiser,Hextech Protobelt-01, Rylai's Crystal Scepter, Zhonya's Hourglass,NaN,0.0774,0.5345
Mordekaiser, Rylai's Crystal Scepter, Liandry's Torment, Zhonya's Hourglass,NaN,0.0421,0.5611
Mordekaiser, Liandry's Torment, Nashor's Tooth, Zhonya's Hourglass,NaN,0.0383,0.5672
Mordekaiser,Hextech Protobelt-01, Liandry's Torment, Rylai's Crystal Scepter,NaN,0.0357,0.5882
Mordekaiser,Hextech Protobelt-01, Zhonya's Hourglass, Rylai's Crystal Scepter,NaN,0.0275,0.5625
Mordekaiser, Liandry's Torment, Rylai's Crystal Scepter, Zhonya's Hourglass,NaN,0.0246,0.5581
Mordekaiser,Hextech Protobelt-01, Liandry's Torment, Zhonya's Hourglass,NaN,0.0242,0.5276
Nasus, Trinity Force, Righteous Glory, Spirit Visage,NaN,0.1595,0.5522
Nasus, Trinity Force, Spirit Visage, Righteous Glory,NaN,0.0405,0.7647
Nasus, Trinity Force, Righteous Glory, Thornmail,NaN,0.0381,0.75
Nasus, Trinity Force, Spirit Visage, Dead Man's Plate,NaN,0.0381,0.375
Nasus, Frozen Heart, Trinity Force, Spirit Visage,NaN,0.0333,0.6429
Nasus, Trinity Force, Spirit Visage, Thornmail,NaN,0.0333,0.5
Nasus, Trinity Force, Frozen Heart, Spirit Visage,NaN,0.031,0.6154
Nasus, Trinity Force, Righteous Glory, Dead Man's Plate,NaN,0.0286,0.75
Nocturne, Sanguine Blade, Duskblade of Draktharr, Black Cleaver,NaN,0.0271,0.6667
Nocturne, Sanguine Blade, Duskblade of Draktharr, Youmuu's Ghostblade,NaN,0.0226,0.4
Nocturne, Tiamat, Duskblade of Draktharr, Black Cleaver, Guardian Angel,0.0226,0.6
Nocturne, Tiamat, Duskblade of Draktharr, Umbral Glaive, Edge of Night,0.0226,0.6
Nocturne, Sanguine Blade, Black Cleaver, Duskblade of Draktharr,NaN,0.0181,0.75
Nocturne, Sanguine Blade, Duskblade of Draktharr, Guardian Angel,NaN,0.0181,0.5
Nocturne, Tiamat, Duskblade of Draktharr, Youmuu's Ghostblade, Black Cleaver,0.0181,0
Nocturne, Sanguine Blade, Duskblade of Draktharr, Edge of Night,NaN,0.0181,0.75
Olaf, Black Cleaver, Sterak's Gage, Guardian Angel,NaN,0.0796,0.5208
Olaf, Black Cleaver, Righteous Glory, Sterak's Gage,NaN,0.0614,0.5676
Olaf, Black Cleaver, Sterak's Gage, Righteous Glory,NaN,0.058,0.6571
Olaf, Black Cleaver, Sterak's Gage, Spirit Visage,NaN,0.058,0.4857
Olaf, Death's Dance, Righteous Glory, Spirit Visage,NaN,0.0448,0.5556
Olaf, Black Cleaver, Sterak's Gage, Dead Man's Plate,NaN,0.0431,0.5769
Olaf, Black Cleaver, Righteous Glory, Spirit Visage,NaN,0.0398,0.5417
Olaf, Black Cleaver, Righteous Glory, Death's Dance,NaN,0.0381,0.4783
Ornn, Sunfire Cape, Abyssal Mask, Warmog's Armor,NaN,0.1453,0.6604
Ornn, Abyssal Mask, Sunfire Cape, Warmog's Armor,NaN,0.0996,0.6658
Ornn, Sunfire Cape, Abyssal Mask, Thornmail,NaN,0.0821,0.6426
Ornn, Sunfire Cape, Abyssal Mask, Gargoyle Stoneplate,NaN,0.0481,0.5795
Ornn, Sunfire Cape, Iceborn Gauntlet, Thornmail,NaN,0.0419,0.6118
Ornn, Abyssal Mask, Sunfire Cape, Gargoyle Stoneplate,NaN,0.0363,0.5986
Ornn, Abyssal Mask, Sunfire Cape, Thornmail,NaN,0.0348,0.5674
Ornn, Iceborn Gauntlet, Abyssal Mask, Warmog's Armor,NaN,0.034,0.6377
Pantheon, Youmuu's Ghostblade, Black Cleaver, Guardian Angel,NaN,0.1597,0.5959
Pantheon, Youmuu's Ghostblade, Black Cleaver, Sterak's Gage,NaN,0.0799,0.5342
Pantheon, Youmuu's Ghostblade, Duskblade of Draktharr, Black Cleaver,NaN,0.058,0.6604
Pantheon, Youmuu's Ghostblade, Black Cleaver, Maw of Malmortius,NaN,0.0492,0.5778
Pantheon, Youmuu's Ghostblade, Duskblade of Draktharr, Edge of Night,NaN,0.0328,0.7667
Pantheon, Youmuu's Ghostblade, Black Cleaver, Edge of Night,NaN,0.0306,0.5
Pantheon, Youmuu's Ghostblade, Black Cleaver, Duskblade of Draktharr,NaN,0.0306,0.5
Pantheon, Black Cleaver, Youmuu's Ghostblade, Guardian Angel,NaN,0.0241,0.4091
Poppy, Sunfire Cape, Adaptive Helm, Gargoyle Stoneplate,NaN,0.0696,0.5263
Poppy, Adaptive Helm, Sunfire Cape, Gargoyle Stoneplate,NaN,0.0385,0.619
Poppy, Sunfire Cape, Iceborn Gauntlet, Adaptive Helm,NaN,0.0385,0.5952
Poppy, Sunfire Cape, Adaptive Helm, Iceborn Gauntlet,NaN,0.0357,0.5385
Poppy, Sunfire Cape, Adaptive Helm, Thornmail,NaN,0.0302,0.5152
Poppy, Sunfire Cape, Iceborn Gauntlet, Gargoyle Stoneplate,NaN,0.0229,0.48
Poppy, Sunfire Cape, Iceborn Gauntlet, Thornmail,NaN,0.0211,0.6522
Poppy, Adaptive Helm, Sunfire Cape, Iceborn Gauntlet,NaN,0.0201,0.5909
Quinn, Sanguine Blade, Stormrazor, Infinity Edge,NaN,0.1641,0.6563
Quinn, Blade of the Ruined King, Phantom Dancer, Infinity Edge,NaN,0.1167,0.5385
